Text,IsNationalist
so sad he looked like such a nice young man,False
i believe in those photos the gentle giant and his accomplice are giving gang signs no even if brown did raise his hands in surrender maybe he realized he would blown it could get in trouble and by then officer wilson adrenaline was running high and reacted officers do not hesitate or they would lose their lives lord knows there no such thing as a thug that goes to college look at all those angelic professional athletes that keep getting arrested what crap we are being fed i am disgusted,False
i cannot tell if this is a racist cop or a dumb guy messing with cops i hate that they make michael brown seem like a holy man and he is not but that does not make it right to kill him it so confusing,False
thank you stefan molyneux for sharing your logical and rational evaluation of the occurrences of this incident,False
apparently stefan never read what is the matter with kansas,False
this jerk just made up a b s story about skittles and arizona ice tea being components of lean which is actual promethazine a pharmaceutical drug and a easy on to get on the street level this guy is a quake and for you antebellum period dreamers for negro should live beneath you need to realize that your really not much better off statistics would say that there more whites on well fair and more whites committ more violent crimes than anyone so pls come with more white savior b s,False
thank you stefan well put,False
how da fuck do this gay ass bald white frenchy nigga gonna set hisself up as a dang judge a this whole criminal conspiracy micheal brown had his mothafuckin hands in the air son if u so smart then u should know that when a nigga has his hands in the mothafuckin air that a sign showin he was innocent of tha crime sorry for the cussin but that shit be internationally recognized as an indication of innocence on the part of the perpetrator what y all niggas in the media have here is a plain old fashioned example a murder in the first degree on the part a mr officer darren wilson for takin the life a this nigga who was a college student niggas at kent state be protestin they get they asses shot and it a historic event michael brown shot dead in the street while he takin part in the ferguson protests and y all media mothafuckas try to explain it away,False
why did not they interview the constitution workers who where caught on tape saying why did u shot he had his hands up,False
who is going to pay the store owner for the cigars big gigantic mike stole,False
ireland v england riots 1995 hq,False
thank you right on black people are going to vote 100 democrat this year thats what all of this race baiting is all about democrats are rallying their base smh,False
wow common sense in 20014 how refreshing great job stefan molyneux,False
why do you focus on how he rolls his blunt mj is not the cause it just so happens to be that much like non criminal types the criminal types also smoke pot pot has absolutely nothing to do with any of this the fact that he was walking and not driving is more important why bring pot into this as some relative intel yes criminals have a tendency to smoke pot criminals also tend to smoke cigarettes or drink,False
that is the best opinion yet i definitely would of used deadly force myself against someone charging at me after assaulting me prior to that i carry a gun everywhere i go cause this world is getting crazy thanks for that i am sharing to everyone i know,False
i wonder how you would twist slavery the truth about 400 years of slavery you are so one sided i bet that fox news pay you off the record,False
wtf,False
this comment has nothing to do with the topic of this video but will someone please set stefan rapping to an actual beat it would be epic,False
this is so far off base that you cannot even call it propaganda bs,False
it looks like m brown did the suicide by cop thing,False
518 urban youth could not handle the truth presented in this video,False
this is yet another reason why police need to wear a v recording devices all the time and people should as well it really helps to ensure truth is maintained at all times i can only imagine what the officers pov camera would show in this situation,False
all police officers should be wearing a camera on their lapel all these issues would be open and shut cases,False
stefan molyneux you did not give a rounded view at all you simply wanted to use the same old tired ploy of discrediting michael brown no sane person would believe that officer wilson is some perfect angelic white man no such person exists we are not privy to any questionable characteristics of this cop and rest assure there are some it is human nature in spite of brown smoking weed or stealing blunts or even rapping about bitches guns etc this does not justify someone unarmed being shot that many times that is the desensitized culture of hip hop which white people have also monetarily benefited from,False
what you were saying at 13 minutes could easily be a rap about call of duty white kids play that too btw pretty sure eminem sums up whites in his lyrics go racism,False
dude someone please tell this dude that listen to violent music like gangsta rap or deathmetal does not mean they like fighting or killing lol,False
denny was brained also with a fire extinguisher,False
i cannot believe you are reciting the music he listened to what does that have to do with a cop using excessive force when cops can become judge jury and executioner we as a society are screwed the issue is cops that do not get trained on escalation of force and do not use or have non lethal means to apprehend civilian suspects,False
let it not be news,False
if you act like a gentleman you will be treated like a gentleman someone did not act like a gentleman,False
there so much good data here i wish it was presented without all the speculation about the marijuana blunts and emphasis on the rap lyrics and youtube videos i know a few friends who could not ever hurt anyone who are guilty of the same we all saw the video we all saw him take the cigars and shove the guy out of his way there no reason to try to bring up culturally normative things which are admittedly ridiculous but do not indicate actual violence including rap lyrics which are most often complete bull when you have otherwise done such an amazing job of collecting a wide range of facts and putting together a generally great presentation again thank you for 99 of this i greatly appreciate it i just fear that so much of the good material will be dismissed due to your emphasis on these items which you yourself admit really do not mean anything at all,False
all these people with cell phones in the crowd recording the encounter claiming they saw it all but nobody the media independent researcher or witnesses have video footage of the encounter between brown and the officer before he was shot,False
i cannot wait until jesus comes back so he could take care of all this b s i am getting so sick and tired of all these racist white people and racist black people damn can we all just get along as a black man i love all white people and black people we have to do away with all this hate in are hearts and try loving each other because all that hate is gonna take us to hell we need to come together because we are all gods children not kkk or black power its just us,False
man that officer got so lucky with that video his life is still ruined but if i were a juror i would not convict him i am black by the way,False
i was with this till he started advocating 2 parent families in black communities and totally lost me from there,False
this is a really sad story someone is killed for no reason racial war increases the devil must have seen that officer and his victim and some guys who caused the action let pray for these souls,False
the music references sex drugs stealing murder etc ya pretty much all rap music is like that,False
a good job of of determining what occurred before brown was killed however why it occurred is not a simple matter of racism police abuse or anything mentioned question everything until we pull back the curtain to see the wizard is an illusion and we are all one and all life is energy and sacred and turn off the tv peace love and appreciation,False
dear mr stefan molyneux why do not you add to your videos regarding michael brown that the ferguson pd has a horrible history of lying and corruption if you are smart as i think you are why not make a statement about how massive authoritarian corruption has a negative impact on the community it serves and how people eventually get fed up and have no choice but to disregard the law and or fight back what did the cop do to merit a charge from mr brown if indeed that is what happened,False
pathetic pseudo philosophy you vile little man,False
the chief is not black you are lying,False
what is mr browns side oh he is dead,False
exactly right stefan crime and bad decisions creates poverty and poor unattractive areas criminals do not steal necessities it just to get respect from their homies pathetic,False
brown was a piece of shit and the world is better off without him,False
stefan please ummm facts how can ya philosophize without em,False
blacks are tired of being killed for nothing he did not had a weapon so you shut your ass white devil all white people are evil,False
i am not against most of what is being presented here i do not believe that mike brown was innocent i believe he acted arrogantly and disrespectfully toward the officer and that it could have led to all of this but i hate the fact that the officer is being compared to george zimmerman zimmerman was a jerk who shouldve been minding his business and not trying to be a wanna be cop the officer has a right and a duty to confront the situation in the way that he did zimmerman could have easily walked away and stayed on the phone with the dispatcher,False
this makes me so damn angry all of this over some worthless thug who got himself shot the protests those animals looting and tearing shit up in their own neighborhoods over this this is why everyone thinks the black community is fucked up because it is fucked up,False
kajieme powell shooting video disturbs for so many reasons that is the link to the video i mentoned,False
man stef spitting that fire hot enough to make dylan jealous 12 26 13 34,False
criminal got shot great,False
i have a magic hamster that has drank a lot of lean and has never heard of anyone using skittles in lean jolly ranchers are the ideal candy to use not that i or the magic hamster do not doubt someone using skittles in lean i just want to point out that in houston where lean was quote unquote created the magic hamster prefer to use jolly ranchers in their lean,False
watching this video it is clear that stefan has seems to buy all the argument in favor of the white police officer but not the dead black kid i have watched other videos you posted to see if the same patter of bias exist sure enough you repeated the same patter of argument against tryvon martin so you can only convince like minded you are not different from alex jones and many other white conservatives who pretend to be against the system only if affect white people minorities and blacks are fair game so stefan keep preaching your one sided view and you will gain many white admirers who share your view,False
black cop kills white kid black kid kills white cop does anyone riot protest and engage national news no race is not mentioned in either of these circumstances so think about it then ask yourself this question and answer honestly who are the real racists in this country,False
that video of him pushing that clerk around really made me lose any sympathy for him you can definitely tell from that the guy was most likely a dick but hell i need a new tv so i might as well riot and go loot one in his honor,False
its easy to point out all the negative from the black man and point out the good point of the white man that shit is corny if you wanna be taken seriously tell all the facts good and bad from both parties from what i know couple a lyrics and pictures showing a middle finger doest justify to be shot 6times and what the media says is controlled look around the internet the store owner where micheal brown alledgedly stole the cigars said it wasnt micheal brown so the video is bogus if you think about it with everything that happened cops vs black men in the recent years does it make any sens for a black man to start beating on a policeman run away the policeman start firing micheal stop rush back to the police while his gun is drawn and already fired a shot this is pure bullshit,False
let us look at the facts moving away shots fired 5 or 6 witness arms up shots fire 4 witness dropping to his knees shot fired 3 witness audio recording 10 12 shots in two groups video recording spontaneous utterances of he had his hands up etc fighting with officer officer by others fighting over weapon in car officer by others weapon discharged in car officer by others damage to officers eye medical report not released officers statement not released police logs of incident radio report not released i forgot an third review of the wounds that showed he was shot at least twice while down any witness yet that support the unofficial officers version of the incident,False
this dude is lying his azz off racist cracka,False
i could not help laughing when you started reciting his rap lyrics too good,False
holy shit and i thought trayvon martin supporters were imbeciles you michael brown clowns must be on the dope,False
i guess it sucks that those 2 construction workers show up and prove this entire video to be wrong,False
right on finally some sane opinion on this event these black bastards are soooooooooo ignorant running around yelling and looting and carrying on just like in la riots same old shit,False
this video is so biased and full of shit,False
okay but what in the literal fuck do skittles and tea have to do with lean,False
the people translating that conversation is the funniest saddest shit ever funny because they are getting it wrong and sad because people are reaching in every direction to find holes to get this cop off,False
so the autopsy showed a number of wounds to the right arm making the scenario of him being shot with his hands raised a lot less likely or are we still trying to claim that let see innocent unarmed gentle giant minding his own business gunned down in cold blood for jaywalking by a sadistic jack booted racist thug of a police officer who shot the innocent youth in the back while his hands were raised trying to surrender i keep forgetting which bs story we are still trying to defend and which claims have been totally refuted by the facts regardless it does not matter because we have already decided that the cop is guilty,False
this would all stop if the cost for it all came from the black community who created it no responsibility no worry,False
so i can shoot someone because they run at me lol,False
spin it any way you want he could have been a thug but the police officer would not know either way unless he had a previous offense and remembered him which he did not he did not have a weapon the police are trained and he did not have to shoot him six times the fact is we will never truly know all the facts go sign the petition for police officers to wear cameras on their chests then there will be no debate about who seems threatening,False
it is odd that stefan says we should wait to get the facts before judging the cop but rushes to judgement on the alleged scenario in favor of that cop the truth is we do not know and the truth is a mix of both sides,False
advertising ignorance creates much crime in my opinion,False
i think that gentle giant would have killed you and songs and rap both talk bad,False
well after seeing all the looting and protesting i would say that he would not have to be high to exhibit very poor decision making i also am not impressed by anyone going to college college is not what it used to be it pretty much an extended childhood for most people who go,False
is this not what tazers are for,False
it obviously does not matter that he smoked marijuana but the family autopsy says he was not shot in the back this unbiased witness clearly states 3 times mb was coming at the officer no mention of hands up witness to michael brown shooting repeats himself 3 times dude kept coming towards the police,False
this guy is a little biased that for sure maybe he should bring up the fact that a taser being used could have avoided all this forensics will tell what truly happened but i highly doubt mike brown needed to be shot six times or how about calling for back up no one said the cop had to be a hero and handle the two kids by himself especially if they acted aggressively to say the cop was completely in the right as this racist stefan comes off with is crazy cops are held to higher standard first cops mistake not calling for backup second trying to get out his door right by the kids lol does not he remember his training u get out with space between you to handle the situation better my uncle is a cop and told me this also a taser should have been his first move if mike was charging him but before that even he should have pursued a block away and waited for back up,False
public schools are not terrible the problem is many kids attending these public schools bring all sorts of issues into the classroom please do not build strawman characterizations of the left many of these communities need public financial support because of conservative economic policies that have devastated local economies welfare is simply a symptom not a cause,False
it taken you 40 minutes to deduce what most reasoned people did within a minute of hearing the story break but thank you anyway,False
michael brown was a home angel but a street devil he was no altar boy his death was his own doing,False
i understand that he committed robbery offense but did he deserve to die put him in jail but do not end his life and with trayvon martin going to buy skittles he does not deserve death either this is totally biased because if he was white he would have been labelled a troubled teenager who was peer pressured to commit a crime,False
where is the picture of cops injuries and why was not their a ambulance their for the injured officer,False
omg when he started rapping i lost it lmao,False
good one stefan,False
you obviously take whoever word for whatever happened if you are taking an unpopular stance you try so hard to justify any stance that is contrary to the norm and although ive loved many of your videos i can no longer watch you take the word of the law enforcement one day and then distrust government the next day you are insincere stefan molyneux mw,False
obviously rapping is not in itself a crime or on its face indicative of a poor character aesop rock raps he does not rap about murdering people and beating the shit out of people for fun but if you do rap about that stuff and only that stuff it speaks volumes about your character and how you want to be perceived by the world it absolutely relevant,False
people i know on the ground are saying most people from ferguson are saying it not a black white thing it cops over stepping their boundaries he said the protest during daylight is peaceful and tailgate like then the cops come in military like and overreactive fwiw,False
why not spread the word about the 20 year unarmed white guy shot by a black cop,False
one of the best breakdowns i have seen yet we all need to slow down and think before we act and do things,False
if you watch the video that stef mentions at 21 15 you will know the truth all the fucking evidence you need starts at 6 03 that what happened the whole thing started in the car the kid ran the cop ran after him and then the kid turned around charged at the cop the cop freaks the fuck out and starts shooting but the kid comes coming at the cop and then eventually got hit in the head the end,False
whites are weak,False
stephan thank you for the video it takes all the available information into account and provides a reasonable and rational breakdown now for your next video could you please call it the truth about police brutality and the militarization of police in the united states thank you steve,False
omg you did not give the whole story you only gave one side and only half of it,False
the white race is the racist race,False
i do not think somebody deserves to die because they stole some cigars fine if he a criminal put him through the legal process it in humane to kill him americans treat felons and criminals like they are dogs as if the moment you commit a minor crime like stealing cigarettes and smoking weed you are no longer a human and do not have the same rights as one the rap he made is bad in quality and tone but i do not think it matters a lot of people produce rap music and considering that the biggest rappers always talk about moking weed and bitches and killing people it no surprise that brown was probably inspired by them the only crime we have of brown is stealing some cigars that it tell me if a white person went into a convenience store and stole some alcohol and he got shot not even an hour later by police would you justify the police shooting him,False
when you are 6 4 290 and you charge at a armed cop you are a dangerous weapon,False
when did coming towards the officer is the same thing as charging the officer if that person is 35 feet away no other eyewitness is saying that,False
stef if you are for a stateless society then the discussion of the existence of the cops is useless you know that the cops are here to protect the state and the corporations and they have to take decisions on the existence of people in only two seconds waw,False
once again molyneux spreads complete information that is complete garbage,False
your time sequence of the events are all wrong there was no 911 call made to report a robbery and officer darren wilson was not dispatched to any crime scene even the police chief said that publicly,False
thank you,False
white supremacy at its best,False
it amazing the only info on the police officer is that he is given an award he could not find nothing else plus there were 4 other witness that support the opposing view but he state what a friend of the officer wilson wife says repeatedly as fact the was nothing but a hit piece on michael brown how long does it take to tell the truth it been 9 days and we still do not have a statement from the officer but they were quick to release dirt on micheal brown are you smelling it yet are they waiting too see if any video are out there that caught this incident it do not take 9 plus days to show his written report unless its filled with lies truth do not change and does not need preparation you just simply tell it,False
michael brown would not have been going to college if he had lived he would have been in the county jail awaiting trial for robbery assault on a police officer and maybe even attempted murder,False
what about the construction workers working in the area who saw the incident and stated that brown had his hands raised and was surrendering i find it interesting that your witness accounts were limited solely to those 2 accounts that support the minority viewpoint additionally where was the innocent until proven guilty mindset when oj simpson was charged with nicole murder explain the shots to brown back you conveniently omit this information all witnesses state that brown was surrendering except the 2 you mentioned i have not seen a single picture of the injuries sustained by the police officer who brown allegedly beat do you actually believe that if such pictures existed that they would not be all over the media by now i am not saying that the officer actions were motivated by racism i am saying that the officer probably has psychopathic tendencies it seems that there are more of these types being hired to police the streets of the usa great presentation but highly hypocritical,False
you call yourself an anarchist but defend a cop shooting an unarmed civilian i am highly disappointed at the beginning of your video you referred to yourself as a square because you did not know what a blunt is it much worse than that stefan you are incredibly out of touch as evidence by your complete ignorance towards black hip hop culture and slang if you were to start smoking blunts and listening to hip hop you would most likely gain a more enlightened understanding of what life is like in lower class america,False
almost floor shaving quality cigars cmon on keep the sensationalism down can you other than that one comment this video is perfect well thought out well put,False
thank you stefan humorous tragic and enlightening from california,False
these comments are fucking ridiculous seeing this video over a year after we all know hands up don t shoot is bullshit still a tragedy but let s not keep exploiting this mans death no good has come from this in anyway shape or form,False
black thugs what s your plan seattlemqrksjoin3 tf,False
he said nigga way too many times,False
did he really say trevon martin brought watermelon and skittles to make lean lol yo white ppl will say aaannnyything to make blk ppl look a certain way other then the truth even if trevon said he was a no limit nigga so the fuck what kids say dumb things all the time i once said i was batman lol and they sicken me an will make up any kind of excuse why dont u talk about the second video tbat came out 2 years after the mike brown situation an how the cops said they didnt think it was important but it showed that mike made a trade with the store owner so there was no robbery lol how about u talk about the corruption with the police and media for withholding information,False
all you people justifying murder are evil,False
if the injustice was against white kids would there be any excuse,False
man this guy has nothing but a bunch of waffling nonsense coming out of his mouth can you answer the question or what,False
merica,False
ana kasparian is the most beautiful woman in the world,False
ana is fuxking hot,False
johnathan gentry november 24 at 9 59pm there is no winners or losers in this case my heart prayers go out to michael brown family darren wilson family if any current leader seeks to make this a racial issue try to divide this country you are a worker of satan,False
i do not really care to much for some cops but somebody tell this dumb ass girl 1 600 unarmed white people every year are killed by blacks 3 weeks ago a black cop shot a unarmed white man in salt lake city 50 of all crime is committed by blacks i can understand some crimes are poverty related but in 2009 ad over 10 000 white women were raped by blacks fbi reports what the fuck does rape have to do with being poor answer nothing anyone who rapes someone should be hanged by the neck until dead,False
hey rogan tell them good cops to put them bad ones in jail,False
i agree with joe that being a cop is an extremely difficult job that not many are qualified to handle and yes there are lots of good cops out there however as intelligent and as unplugged out of the matrix as joe always claim to be he seems to be completely unaware or is ignoring the reality of this country corrupt prison industrial complex and their ties to our failed judicial system as well as the racial agenda behind police brutality,False
tear gas against the geneva convention hahahahahahahah,False
aiming guns at people for saying something you do not like is extremely american thats all they do america is a broken system,False
tear gas banned by the geneva convention really stupid cunts also he assaulted a man earlier in the day then assaulted a police officer thats a violent felony add to that how big that thug was and now tell me why you are saying he was unarmed and shouldnt have been shot the fucker tried to take the cops gun once already tell me if you would be this outraged if that thug killed the cop double standards any one who says different is just as stupid asthese two,False
anybody got a cigar,False
it is always easier to second guess someone cops do get a lot of training but at the end of the day they are still just humans so are navy seals and any other you can think of humans make mistakes unless you make robot cops you will continue to have mistakes being made we also have media that plays a big part in this the issue is that a white co killed a black man if it was a black cop that killed a black man this would not even make it in the news probably we need to just get a long and stop making everything a race issue good citizens are not having these issues with cops his young man was not a saint and not a gentle giant as some have said he robbed a store and probably things did happen as the cop explained only god and the people involved know exactly what happened,False
i thumbs upped this video but to clarify it was only for joe rogan commentary and not any of the ignorance ana spews and i do not mean ignorant to necessarily be disparaging i just mean that she does not really understand the situation,False
you need to be able to call in people with guns in ca because the citizens are completely disarmed that north hollywood bank heist would have been much shorter in cities where people havent been stripped of their 2nd ammendment rights,False
great interviews,False
anna is a dumb ass n joe rogan has no clue what he is saying anna go do porn or something n leave this job to some one more intelligent,False
lord o mighty ana is so incredibly hot her body is perfect,False
vile cunt,False
joe rogan is an idiot,False
thought he was mezzican,False
i am working poor and white and i fear my kids would be profiled like i have been my whole life i get searched every time i get stopped and i have no record but they love fucking with me and i hope better for my kids,False
since when did we start giving a fuck what joe rogan has to say about anything did not he used to make people eat bugs and shit now he a social commentator come the fuck on,False
here in finland with a population of over 5 million and a police force of about 7800 police use their weapons about 40 times a year the use of weapons includes pointing the weapon at someone there are around 10 15 shots fired every year by the police and most of these are warning shots there approximately 1 2 shots fired at people per year by the police in all of finland many of these shots are shot at extremities and the deaths are quite rare but there has been a case where a man was coming towards two police officers with a machete and was shot at first once in the leg when he still was gripping the machete and waved it around from the ground the other officer fired once more penetrating both legs the man later died in the the hospital and the second police officer was found guilty of manslaughter and use of excessive force and this is in a country that has 3rd most guns in civilian hands in the world and is at 10th position in deaths caused by firearms but unlike in america our police enjoys a high amount of public trust placing at 5th most trustworthy profession behind firemen and doctors maybe there could be something gained if american cops took some pointers from other countries police procedures instead of playing cowboys edit finnish police wear a blue overall that is resistant to knife cuts when on duty and put on cut resistant gloves when on a call this gives them more ways to deal with threats http kuvat uusisuomi fi sites default files imagecache artikkelikuva_std kuvat vicdan0002 jpg i is a copy of a text that i wrote on another tyt video because the issue is the same,False
look up mike brown world instrumental,False
an officer pulls his weapon to create a buffer zone so things like baltimore do not happen,False
i wish joe would have gone all fear factor on her and had her eat a fresh steaming pile of shit so her mouth would have been full and we did not have to hear this worthless cunt speak at all,False
non lethal weapon do not control crowds lol i love rogan but this discussion was stupid as fuck,False
the cop had a fractured eye socket and the fist two shots were fired from a bottom position inside the cop car from a guy who was about to be brought in on a second degree murder charge,False
i guess she misread joe have you ever seen anyone put in their place more swiftly and eloquently i am not even sure she realizes it,False
hey shout out to the thai writing on his shirt lol thaipride,False
love rogan but no tear gas is not again the geneva convention lol thats mustard gas which burns your ribs inside and you vomit them out sorry just had to say it,False
shibby dibby ignoramus ass bitch,False
you cannot shoot tear gas at professional soldiers but members of the public in your own country is absolutely fine,False
this bitch should be deported,False
it s not that easy to be a cop i have a lot of friends that are cops joe s the kind of guy who thinks everyone is his friend i highly doubt he knows a lot of cops he wouldn t say that they just through a badge on anyone navy seals have only shown an aptitude to physical prowess these sjws bring down a lot of peoples iq being a police officer is much more noble than being a critic and a know it all yes there are bad cops just like there a new bad people in all walks of life michael brown should have just went to the sidewalk and not tried to force his will on a police officer what is this world coming to if a cop told me to walk on the side walk i would run to many of these kids want to be rappers and act like they are so hard there is nothing hard about robbing people and being a punk it is a tragedy that michael brown lost his life over something so trivial and yes i have had black friends that have gone through stuff i will never go through but you know what they didn t fight a cop and they are alive and making something of there life respect authority and you will live,False
the show title does not belong with the host name,False
jimmy dore is a dickhead squared,False
as if the traffic on the 5 is not bad enough,False
bear mace and gas pedal,False
fucking dumbass attention whores causing more problems,False
move or be tazed then arrested,False
if they were doing that to me they would be eating all the coal i could roll,False
what a garbage police kick them all out of their jobs what are they paid for if they can do what they supposed to do they let that shit off protesters blocking thousands of people from which some of them could have an emergency i would not be surprised when i see the video that police like to kissing them what a idiotic law enforcement you have there,False
did the police charge them,False
where is the nice lorry driver when you need him should have just ran these fucks over,False
mmh 2 years already still the same moronic bullshit going on in your shit ass country,False
run over the mdrfckrs,False
run them over,False
the protesters look like kids 16 22 i wonder if anyone got their license plate numbers pretty wild that a bunch of kids could do that much damage our infrastructure is pathetically weak,False
2 22 a piece of shit that has no business wearing even a chp uniform,False
the new episode of snl also i feel sorry for thy guy at 3 53,False
you know what is worse than being late to work being shot and killed,False
run them down,False
they should all be shot i would have ran all of them over,False
i have always been so good at being moderate and understanding but when i saw the woman in scrubs screw the black lives matters movement i hope it dies,False
look at the dimwad police escorting back the people being held up idiots,False
this was great footage i wish the news casters would have shut up the minute the police officer started talking and just let it play out that would have been much more interesting then hearing them comment on it,False
all you have to do is drive slowly towards them if they are smart they will get out of the way,False
truly sad the people who were stopped on the roadway should have simply walked up the protestors and informed them that in 30 seconds they were going to use them as punching bags boys and girls if they did not move if they did not disband lay into them those bitches needed their asses kicked as far as the chp not even one citation was written bitch cops,False
how the fuck is this peaceful gun and gas this human road block problem solved,False
i never was racist but this almost makes me to be one ofc i dont mean it but you get the idea,False
run them over,False
why is black lives matter out there take your black asses home has nothin to do with your black asses,False
i am just upset about the court ruling if ur that upset to close a whole freeway just go to the main cause of it but an airline ticket this is america freedom of speech is an active right,False
alllivesmatter,False
did the store owner ever get paid for the cigars this fn innocent my ass kid stole,False
some of us have jobs you fucking losers get out of our way,False
haha 4 37 a big old fucking made it through the censor,False
glad these protestors affect so many people gives the public more reasons to hate them,False
anyone stupid enough to stand in the roadway should be run over if they die it will only improve the gene pool,False
the drivers should have just ran them over and kept going,False
blacks are able to do this because it was white people in rush hour traffic coming home from a job they bring their lazy asses out from watching tv and getting high to fuck with the very people providing their welfare yea these white people are the same who sit on juries that rule on po lice brutality and shootings piss them off i am so sure you are getting them to see your side of the story,False
cop dont even do anything wtf protesters i want to break there face in losers nolifes,False
the only time i would want to see a sniper in the bushes start picking them off one by one,False
fuck this stupid ass generation id like to apologize for my generation i agree with peoples right to protest speak etc but for the love of god don t mess with people that didn t do anything get petitions signed write the government why you gotta fuck up everyone s day,False
all those people on the road a re goddamn kids,False
wouldve just brought my ar 15 and that wouldve done the job dont care if i went to jail those nogs would deserve it,False
get a job,False
what are they proving by blocking the road,False
the drivers should have pounded on them,False
cops make money arresting people there they are easy money no tazing no macing no hurting just grab and cuff huge safety violation right there,False
useless people standing in the middle of the road screaming useless shit,False
rich brats,False
why didnt the police do their jobs and arrest these idiots for blocking a public road this is ridiculous and these people should have been arrested or ran over for being too stupid to not be on the freeway,False
well bring out the tear gas and the beanbag rounds and rubber bullets,False
monkey screamin bout honkies intensifies,False
who the fuck has time to be on the freeway,False
a few warning rounds with a gatling gun will clear the freeway in an instant,False
omg these dumbass protesters are preventing cops to do their job because of their whining i really really hate people who protest like this edit look at that ugly ass black girl with the big eyes,False
they should have gotten the fire dept with fire trucks and blast them this water jets they would get off,False
all liberal nonsense,False
can t believe these people really believe there leading some kind of revolution,False
i would really love to see a car with a snow plow and just drive straight through the protester,False
these fucking commies did not even know what happened,False
they just need to arrest all those protesters as soon as they start blocking traffic if i was a driver and i saw them starting to block the road i would not stop for em,False
anyone else pissed off about how it ended just let them walk off no big deal all the crap that they just pulled and no one got pepper sprayed,False
idiots,False
i don t care what they are protesting about one of them should have run there punk ass s over i hope they all get run tf over,False
black lives splatter,False
i would walk right past the cops and pepper spray them all boy i cannot wait for my free pass to beat a protesters ass,False
there should be a law where you wo not be prosecuted if you run over people blocking the streets they sure know how to go about winning people for their cause by doing this lol,False
just accelerate if you go fast enough no one will be able to film your plates in time,False
they need to shoot those racist fucktards,False
you whites are so racist always in comment section i am so glad you whites are being exterminated another 100 years or so an there will be no whites peace on earth,False
some get pay to protest and so if you ask what they protesting some have no idea but just flow along by all mean i would run them over and the most fuck up system in us is they cant be arrest but those drive thru them will be arrest that fuck up system in america it ok to have the voice and the right but at no right block off traffic,False
very weak display from law enforcement,False
let all just relax slowly grabs 12 gauge,False
should run all those motherfuckers over,False
no talk get those fuckers off the road period i would have run the down let them sue,False
plow through them they will get out of they way,False
i would get my car and start doing burnouts in their faces either move or get smoked,False
run them over,False
the fuck are thes cops being a pussy,False
california is so stupid just arrest all them and charge them drivers need to get too work to feed their families,True
hope those fuckers get slammed with major fines fucking idiots,False
one mustang needed in this situation lol,False
should of ran everyone of them over,False
i would just pop a couple of shots in the air and watch them scatter like roaches when a light turns on,False
someone should have taken one for the team and plowed right through them,False
nothing more hypocritical than a movement claiming to support blacks by blocking probably hundreds of blacks trying to get to their job to feed their god damn family,False
ahhhhhhh i love this country,False
useless cops talk to the protesters instead of breaking heads,False
dumb ass people run over them all,False
if you are the parent of one of these kids you have failed the one job you had as a parent dont raise a cunt,False
bored stupid kids,False
german police is pretty nice but even they would have beat these protestors,False
run them over,False
run the black cunts over,False
ram those pricks,False
next time they do that line up some cars and start making burnout smoke to riot gas them non lethal and eficient double check if it actualy is non lethal of course xd,False
i just thought about how to deal with this situation as a driver the only working thing i came up with was getting out of the car getting other drivers of stoppes cars to come with me and clean the road but that self justice something we all support irrationally and are against rationally,False
fucking idiots get outta the way some people gotta get to work,False
too bad nobody ran them down hmmmm if your dumbass lives matter then stay the fuck out of the street duh,False
run em over they are on a freaking freeway,False
pepper spray them for them to create a dangerous situation for motorists they should get put in jail this isn t s peaceful protest if they are infringing upon other citizens rights to move freely and about but cannot due to the blockade of so called protestors creating a dangerous situation,False
arrest all of them,False
i wish so much that when these types of protesters come out they would all be arrested fined and taught the law,False
this made me mad why didn t you just point guns at them,False
they should all be arrested for blocking a highway if you want to protest do it somewhere else,False
they should have protest in furgison not in so cal take the fight to wear it started,False
do people not realize blocking roads and pissing people off do not get people onto your side,False
if i ever get in a situation where i can run these assholes over i will,False
just run there stupid ass over there stupid enough to stand in the middle of a freeway,False
if i was there i will sue them for the time they wast,False
these californians deserve this backup since they elect people that allow this to happen without consequences if they tried that where i lived they would be shot at and runned over,True
there a lot more drivers there they should have banded together and collectively beat the living shit out of every one of those little pricks,False
